Date,Open,High,Low,Close,Adj Close,Volume
2014-10-03,320.359985,325.160004,319.529999,322.739990,322.739990,3037400
2014-10-06,323.500000,324.130005,319.600006,322.200012,322.200012,2290300
2014-10-07,319.429993,322.000000,316.670013,316.980011,316.980011,2365400
2014-10-08,316.579987,324.109985,314.140015,322.700012,322.700012,3452800
2014-10-09,321.489990,322.269989,314.519989,315.369995,315.369995,3587900
2014-10-10,314.019989,317.769989,311.380005,311.390015,311.390015,3681900
2014-10-13,309.869995,313.200012,303.470001,306.450012,306.450012,4363900
2014-10-14,308.000000,312.239990,305.750000,308.309998,308.309998,3385800
2014-10-15,304.350006,307.899994,299.100006,305.970001,305.970001,5343900
2014-10-16,293.829987,306.820007,293.829987,302.859985,302.859985,4731300
2014-10-17,307.149994,309.200012,302.720001,303.640015,303.640015,4405100
2014-10-20,302.950012,306.529999,302.019989,306.209991,306.209991,3234500
2014-10-21,309.899994,315.640015,307.070007,315.329987,315.329987,3559300
2014-10-22,315.429993,318.980011,312.640015,312.970001,312.970001,3125900
2014-10-23,313.399994,316.799988,311.399994,313.179993,313.179993,9038200
2014-10-24,284.399994,293.809998,284.000000,287.059998,287.059998,19801100
2014-10-27,285.700012,290.420013,285.019989,289.970001,289.970001,5950600
2014-10-28,289.760010,298.000000,289.760010,295.589996,295.589996,5572600
2014-10-29,299.109985,299.609985,293.070007,294.119995,294.119995,4881900
2014-10-30,293.980011,299.739990,292.359985,299.070007,299.070007,4055200
